"English language learners","Enrollment","Guidance counselors","instructional_aides_fte","lea_admin_support_staff_fte","lea_administrators_fte","librarian_specialists_fte","librarian_support_staff_fte","number_of_schools","other_staff_fte","school_admin_support_staff_fte","school_administrators_fte","school_counselors_fte","school_psychologists_fte","school_staff_total_fte","spec_ed_students","supervisory_union_number","support_staff_other_fte","support_staff_stu_wo_psych_fte","support_staff_students_fte","teachers_elementary_fte","teachers_kindergarten_fte","teachers_prek_fte","teachers_secondary_fte","teachers_total_fte","teachers_ungraded_fte","migrantYN"
0,176,0,7,3,1,0,0,4,0,-1,0,0,0,0,37,0,10,0,0,15,-1,-1,10,25,0,"No"
0,259,1,7,3,1,1,1,2,0,-1,1,0,0,0,46,0,11,0,0,11,-1,-1,13,25,0,"No"
-2,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,0,0,0,-2,-2,-2,0,-2,-2,-2,-2,-2,-2,-2,"No"
0,524,1,6,5,1,1,1,4,0,-1,2,0,0,0,63,0,18,0,0,19,-1,-1,20,39,0,"No"
0,396,0,4,4,1,1,1,3,0,-1,1,0,0,0,67,0,8,0,1,19,-1,-1,12,32,0,"No"
0,395,1,1,2,1,1,0,3,0,-1,2,0,0,0,79,0,8,0,0,23,-1,-1,17,40,0,"No"
0,270,0,4,2,0,0,0,3,0,-1,1,0,0,0,58,0,6,0,1,9,-1,-1,15,25,0,"No"
2,243,1,7,3,0,0,0,3,0,-1,1,0,0,0,57,0,13,0,0,14,-1,-1,9,23,0,"No"
-1,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,-1,-1,1,1,0,"No"
-1,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,-1,-1,3,3,0,"No"
0,261,1,1,4,2,1,0,3,0,-1,2,0,0,0,42,0,9,0,0,14,-1,-1,10,25,0,"No"
8,326,1,5,3,0,1,0,2,0,-1,1,0,0,0,39,0,8,0,1,15,-1,-1,14,29,0,"No"
-1,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,-1,-1,5,5,0,"No"
-1,0,0,0,0,0,0,0,3,0,-1,0,0,0,0,0,0,0,0,1,0,-1,-1,12,12,0,"No"
-1,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,-1,-1,7,7,0,"No"
2,172,1,4,3,0,1,0,4,0,-1,1,0,0,0,39,0,9,0,0,10,-1,-1,10,21,0,"No"
-1,0,0,0,0,0,0,0,1,0,-1,1,0,0,0,0,0,0,0,1,0,-1,-1,3,3,0,"No"
-1,0,0,0,0,1,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,-1,-1,9,9,0,"No"
-1,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,-1,-1,1,1,0,"No"
-1,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,-1,-1,3,3,0,"No"
-1,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,-1,-1,1,1,0,"No"
0,390,1,13,5,1,1,1,3,0,-1,1,0,0,0,72,0,18,0,0,22,-1,-1,16,38,0,"No"
-1,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,-1,-1,2,2,0,"No"
-1,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,-1,-1,3,4,1,"No"
-1,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,"No"
-1,0,0,0,0,1,0,0,1,0,-1,0,0,0,0,0,0,0,0,1,0,-1,-1,10,10,0,"No"
59,530,2,11,5,1,1,1,2,0,-1,2,0,0,0,61,0,13,0,1,23,-1,-1,21,44,0,"No"
-1,0,0,0,0,1,0,0,4,0,-1,0,0,0,0,0,0,0,0,0,0,-1,-1,11,11,0,"No"
7,667,2,12,6,1,1,1,3,0,-1,3,0,0,0,144,0,12,0,1,35,-1,-1,21,56,0,"No"
-1,0,0,0,0,1,0,0,3,0,-1,0,0,0,0,0,0,0,0,1,0,-1,-1,16,16,0,"No"
-1,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,-1,-1,1,1,0,"No"
1,781,2,32,9,2,2,2,12,0,-1,4,0,0,0,106,0,34,0,2,66,-1,-1,22,88,0,"No"
0,322,2,10,4,4,1,0,5,0,-1,2,0,0,0,60,0,5,0,1,19,-1,-1,16,36,0,"No"
-1,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,"No"
-1,0,0,0,0,0,0,0,1,0,-1,1,0,0,0,0,0,0,0,2,0,-1,-1,7,7,0,"No"
-2,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,0,0,0,-2,-2,-2,0,-2,-2,-2,-2,-2,-2,-2,"No"
46,531,1,10,5,1,1,0,4,0,-1,3,0,0,0,85,0,16,0,0,35,-1,-1,15,51,1,"No"
0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,"No"
2,359,1,4,4,1,0,1,3,0,-1,2,0,0,0,63,0,22,0,0,24,-1,-1,15,39,0,"No"
0,387,2,13,3,1,1,1,3,0,-1,2,0,0,0,84,0,16,0,0,20,-1,-1,16,37,0,"No"
0,248,1,6,2,0,0,0,3,0,-1,0,0,0,0,52,0,15,0,0,17,-1,-1,10,27,0,"No"
0,436,1,6,4,1,0,0,2,0,-1,2,0,0,0,88,0,11,0,1,18,-1,-1,18,36,0,"No"
0,889,2,14,6,2,1,0,6,0,-1,3,0,0,0,150,0,23,0,1,34,-1,-1,33,67,0,"No"
4,500,2,8,5,1,1,1,6,0,-1,2,0,0,0,69,0,6,0,0,26,-1,-1,15,41,0,"No"
0,618,1,16,5,1,2,0,3,0,-1,3,0,0,0,95,0,18,0,1,29,-1,-1,22,51,0,"No"
2,235,1,2,2,0,0,0,2,0,-1,1,0,0,0,41,0,7,0,0,9,-1,-1,8,18,0,"No"
95,1709,5,60,12,2,4,3,9,0,-1,5,0,0,0,343,0,35,0,8,83,-1,-1,40,123,0,"No"
0,205,0,4,2,0,0,1,2,0,-1,1,0,0,0,31,0,10,0,1,10,-1,-1,9,19,0,"No"
8,331,0,7,3,1,0,0,2,0,-1,1,0,0,0,59,0,12,0,0,10,-1,-1,12,23,0,"No"
0,132,0,0,1,0,0,0,2,0,-1,0,0,0,0,28,0,5,0,0,5,-1,-1,9,15,0,"No"
0,627,1,12,5,1,1,2,2,0,-1,2,0,0,0,79,0,20,0,1,19,-1,-1,25,44,0,"No"
0,94,0,3,1,0,0,0,3,0,-1,0,0,0,0,15,0,1,0,0,3,-1,-1,7,11,0,"No"
7,934,2,14,8,2,1,1,4,0,-1,3,0,0,0,144,0,24,0,2,32,-1,-1,31,63,0,"No"
0,1280,3,24,9,3,1,2,3,0,-1,3,0,0,0,225,0,36,0,4,59,-1,-1,34,93,0,"No"
1,324,0,6,2,0,0,0,3,0,-1,1,0,0,0,65,0,8,0,0,16,-1,-1,8,24,0,"No"
0,312,0,7,2,0,0,1,3,0,-1,1,0,0,0,38,0,9,0,0,9,-1,-1,13,23,0,"No"
2,476,1,7,3,1,1,0,3,0,-1,2,0,0,0,75,0,10,0,0,16,-1,-1,18,35,0,"No"
4,2180,6,41,15,4,3,0,6,0,-1,6,0,0,0,398,0,39,0,9,104,-1,-1,48,152,0,"No"
159,9492,23,157,61,16,16,8,20,0,-1,23,0,0,0,1288,0,312,0,38,436,-1,-1,195,632,1,"No"
12,962,1,11,5,1,2,1,2,0,-1,2,0,0,0,133,0,16,0,1,36,-1,-1,26,62,0,"No"
6,257,1,5,2,1,0,0,2,0,-1,1,0,0,0,45,0,12,0,0,9,-1,-1,10,20,0,"No"
45,2416,7,32,4,3,4,5,6,0,-1,8,0,0,0,328,0,82,0,6,104,-1,-1,45,150,0,"No"
1,240,0,4,3,0,0,1,2,0,-1,1,0,0,0,39,0,10,0,0,11,-1,-1,11,22,0,"No"
0,403,1,4,2,0,1,0,2,0,-1,1,0,0,0,75,0,7,0,0,14,-1,-1,15,29,0,"No"
0,203,0,4,2,1,0,0,2,0,-1,1,0,0,0,37,0,9,0,0,9,-1,-1,9,18,0,"No"
-2,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,0,0,0,-2,-2,-2,0,-2,-2,-2,-2,-2,-2,-2,"No"
0,364,0,9,3,1,1,2,4,0,-1,2,0,0,0,47,0,8,0,1,15,-1,-1,19,35,0,"No"
-2,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,0,0,0,-2,-2,-2,0,-2,-2,-2,-2,-2,-2,-2,"No"
0,239,0,6,2,0,0,0,2,0,-1,1,0,0,0,23,0,8,0,0,8,-1,-1,10,18,0,"No"
0,790,2,13,6,1,1,0,3,0,-1,3,0,0,0,108,0,19,0,0,37,-1,-1,18,56,0,"No"
2,660,2,10,6,1,1,1,3,0,-1,2,0,0,0,75,0,18,0,1,26,-1,-1,27,54,0,"No"
5,904,3,27,11,3,2,2,8,0,-1,4,0,0,0,115,0,22,0,2,60,-1,-1,25,85,0,"No"
0,179,0,0,0,0,0,0,2,0,-1,0,0,0,0,25,0,8,0,0,9,-1,-1,9,18,0,"No"
0,215,0,4,2,0,0,0,2,0,-1,1,0,0,0,40,0,9,0,0,9,-1,-1,11,21,0,"No"
7,199,0,3,2,0,0,1,2,0,-1,1,0,0,0,44,0,5,0,1,10,-1,-1,10,21,0,"No"
-2,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,0,0,0,-2,-2,-2,0,-2,-2,-2,-2,-2,-2,-2,"No"
0,152,0,4,1,0,0,0,2,0,-1,0,0,0,0,17,0,11,0,0,8,-1,-1,10,19,0,"No"
0,128,0,3,2,0,0,1,3,0,-1,1,0,0,0,15,0,4,0,0,6,-1,-1,6,13,0,"No"
598,3535,8,73,27,6,7,7,8,0,-1,13,0,0,0,589,0,98,0,11,165,-1,-1,71,237,0,"No"
38,976,3,22,6,3,2,3,9,0,-1,3,0,0,0,182,0,19,0,4,51,-1,-1,23,74,0,"No"
0,265,0,13,3,0,1,1,3,0,-1,1,0,0,0,54,0,3,0,0,11,-1,-1,14,25,0,"No"
0,420,0,4,2,2,0,1,2,0,-1,2,0,0,0,48,0,10,0,0,19,-1,-1,15,34,0,"No"
0,384,1,8,3,1,1,0,2,0,-1,2,0,0,0,54,0,4,0,0,11,-1,-1,18,29,0,"No"
-2,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,0,0,0,-2,-2,-2,0,-2,-2,-2,-2,-2,-2,-2,"No"
-2,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,0,0,0,-2,-2,-2,0,-2,-2,-2,-2,-2,-2,-2,"No"
0,243,1,3,2,1,0,1,2,0,-1,1,0,0,0,42,0,8,0,0,9,-1,-1,12,22,0,"No"
2,377,1,10,4,1,1,1,2,0,-1,2,0,0,0,97,0,18,0,2,12,-1,-1,18,30,0,"No"
3,159,0,1,3,0,0,1,2,0,-1,1,0,0,0,16,0,15,0,0,7,-1,-1,13,20,0,"No"
0,408,2,5,4,4,1,0,3,0,-1,2,0,0,0,100,0,14,0,1,32,-1,-1,13,45,0,"No"
0,562,1,5,3,1,1,1,2,0,-1,2,0,0,0,73,0,21,0,2,19,-1,-1,20,40,0,"No"
1,157,0,2,2,0,0,0,2,0,-1,1,0,0,0,25,0,7,0,0,6,-1,-1,9,16,0,"No"
19,244,1,3,2,1,1,0,2,0,-1,1,0,0,0,34,0,7,0,0,9,-1,-1,11,21,0,"No"
0,126,0,3,1,0,0,0,2,0,-1,1,0,0,0,25,0,7,0,0,5,-1,-1,8,14,0,"No"
0,201,0,4,1,0,0,0,2,0,-1,1,0,0,0,32,0,6,0,0,11,-1,-1,9,21,0,"No"
69,4614,12,114,25,7,9,9,10,0,-1,12,0,0,0,632,0,45,0,19,231,-1,-1,76,308,0,"No"
0,347,1,10,2,0,1,0,2,0,-1,1,0,0,0,53,0,9,0,2,11,-1,-1,15,27,0,"No"
0,267,1,3,2,0,1,0,2,0,-1,1,0,0,0,71,0,13,0,1,9,-1,-1,12,22,0,"No"
3,921,1,17,6,1,1,2,4,0,-1,4,0,0,0,206,0,21,0,1,32,-1,-1,34,67,0,"No"
-2,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,0,0,0,-2,-2,-2,0,-2,-2,-2,-2,-2,-2,-2,"No"
0,873,3,20,6,1,1,2,5,0,-1,3,0,0,0,165,0,31,0,1,46,-1,-1,24,71,0,"No"
0,597,1,10,3,2,1,1,2,0,-1,2,0,0,0,82,0,14,0,6,16,-1,-1,19,36,0,"No"
260,4544,10,89,22,7,6,9,13,0,-1,12,0,0,0,911,0,129,0,18,214,-1,-1,83,298,0,"No"
0,277,0,5,1,3,1,1,3,0,-1,2,0,0,0,36,0,14,0,0,13,-1,-1,10,24,0,"No"
61,552,1,17,3,1,1,1,2,0,-1,2,0,0,0,88,0,14,0,1,21,-1,-1,21,42,0,"No"
0,199,0,1,2,0,0,1,2,0,-1,0,0,0,0,28,0,7,0,0,8,-1,-1,6,14,0,"No"
0,899,2,8,4,2,2,0,4,0,-1,3,0,0,0,133,0,17,0,4,33,-1,-1,26,60,0,"No"
0,2567,5,55,18,4,5,5,5,0,-1,8,0,0,0,348,0,75,0,8,124,-1,-1,43,167,0,"No"
0,202,0,2,1,1,0,0,2,0,-1,1,0,0,0,31,0,7,0,0,8,-1,-1,9,18,0,"No"
0,274,0,8,2,2,1,1,2,0,-1,1,0,0,0,88,0,16,0,2,14,-1,-1,15,30,0,"No"
4,271,0,7,1,0,0,0,2,0,-1,1,0,0,0,59,0,7,0,0,12,-1,-1,12,24,0,"No"
308,3368,10,67,25,6,4,17,8,0,-1,11,0,0,0,640,0,88,0,15,159,-1,-1,72,232,0,"No"
0,187,1,5,3,2,0,0,5,0,-1,1,0,0,0,28,0,7,0,0,14,-1,-1,7,22,0,"No"
0,367,0,9,3,2,0,1,3,0,-1,2,0,0,0,49,0,15,0,2,16,-1,-1,16,33,0,"No"
1,505,1,10,4,1,0,2,4,0,-1,2,0,0,0,64,0,15,0,0,18,-1,-1,18,36,0,"No"
26,1125,2,23,10,3,2,3,8,0,-1,3,0,0,0,234,0,14,0,6,59,-1,-1,27,86,0,"No"
1,398,1,8,3,0,1,0,2,0,-1,1,0,0,0,65,0,9,0,0,11,-1,-1,18,30,0,"No"
0,232,0,3,2,1,0,0,3,0,-1,1,0,0,0,55,0,9,0,0,12,-1,-1,11,24,0,"No"
0,129,0,7,1,0,0,0,6,0,-1,1,0,0,0,19,0,5,0,0,10,-1,-1,9,19,0,"No"
0,271,1,2,3,1,0,0,2,0,-1,1,0,0,0,39,0,9,0,0,9,-1,-1,10,20,0,"No"
218,5040,9,111,30,7,7,13,18,0,-1,16,0,0,0,731,0,146,0,33,248,-1,-1,86,334,0,"No"
0,262,0,2,2,0,1,0,2,0,-1,1,0,0,0,49,0,10,0,0,9,-1,-1,11,20,0,"No"
0,102,1,1,1,1,0,0,4,0,-1,0,0,0,0,5,0,5,0,0,6,-1,-1,10,16,0,"No"
0,587,2,15,7,1,2,0,3,0,-1,2,0,0,0,78,0,25,0,2,25,-1,-1,25,50,0,"No"
-2,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,0,0,0,-2,-2,-2,0,-2,-2,-2,-2,-2,-2,-2,"No"
0,168,0,1,1,1,0,1,2,0,-1,1,0,0,0,11,0,8,0,0,7,-1,-1,11,18,0,"No"
0,197,0,4,2,1,0,0,2,0,-1,1,0,0,0,42,0,7,0,0,9,-1,-1,10,19,0,"No"
1068,2953,7,1,21,2,4,0,12,0,-1,10,0,0,0,448,0,63,0,10,167,-1,-1,50,218,0,"No"
3269,33466,66,272,276,30,52,204,64,0,-1,99,0,0,0,5570,0,791,0,193,1730,-1,-1,709,2439,0,"No"
0,153,0,3,1,0,0,0,2,0,-1,1,0,0,0,23,0,6,0,0,6,-1,-1,10,16,0,"No"
0,228,1,4,3,1,0,0,2,0,-1,0,0,0,0,43,0,5,0,0,9,-1,-1,10,20,0,"No"
0,518,1,6,3,1,1,2,3,0,-1,1,0,0,0,64,0,13,0,1,26,-1,-1,13,40,0,"No"
0,363,1,4,3,0,0,0,2,0,-1,1,0,0,0,64,0,11,0,2,12,-1,-1,17,29,0,"No"
0,116,0,3,1,0,1,0,2,0,-1,1,0,0,0,24,0,7,0,0,5,-1,-1,8,13,0,"No"
0,110,0,5,2,0,0,0,2,0,-1,0,0,0,0,29,0,4,0,0,6,-1,-1,8,14,0,"No"
0,292,0,5,4,0,0,2,2,0,-1,1,0,0,0,58,0,8,0,0,11,-1,-1,16,27,0,"No"
46,562,2,15,4,1,0,2,4,0,-1,2,0,0,0,85,0,13,0,0,31,-1,-1,17,48,0,"No"
0,484,1,7,4,1,1,1,3,0,-1,2,0,0,0,64,0,17,0,2,18,-1,-1,19,38,0,"No"
0,151,0,0,1,0,0,1,2,0,-1,0,0,0,0,17,0,10,0,0,9,-1,-1,9,18,0,"No"
37,1499,3,51,14,3,4,0,6,0,-1,3,0,0,0,311,0,22,0,1,71,-1,-1,35,106,0,"No"
0,255,0,5,2,0,0,0,2,0,-1,1,0,0,0,63,0,9,0,0,9,-1,-1,11,20,0,"No"
0,73,0,2,0,1,0,0,4,0,-1,0,0,0,0,13,0,1,0,0,5,-1,-1,7,12,0,"No"
0,209,1,1,2,1,1,1,2,0,-1,1,0,0,0,32,0,9,0,0,10,-1,-1,13,24,0,"No"
0,230,1,0,0,0,0,0,2,0,-1,2,0,0,0,40,0,1,0,0,10,-1,-1,12,23,0,"No"
12,202,0,5,1,0,0,0,2,0,-1,1,0,0,0,48,0,10,0,0,7,-1,-1,11,19,0,"No"
2,755,1,10,4,3,1,2,3,0,-1,2,0,0,0,74,0,16,0,3,27,-1,-1,25,53,0,"No"
308,22027,47,0,132,21,36,36,37,0,-1,64,0,0,0,3313,0,535,0,75,1008,-1,-1,412,1420,0,"No"
33,220,0,6,3,1,1,0,2,0,-1,1,0,0,0,25,0,5,0,0,8,-1,-1,11,19,0,"No"
10,825,2,19,5,1,3,1,5,0,-1,3,0,0,0,175,0,25,0,3,36,-1,-1,24,60,0,"No"
31,653,2,17,5,3,1,1,2,0,-1,2,0,0,0,51,0,15,0,1,25,-1,-1,23,48,0,"No"
3,192,0,2,2,1,1,0,2,0,-1,1,0,0,0,22,0,10,0,0,9,-1,-1,10,20,0,"No"
76,1409,2,34,9,13,3,4,4,0,-1,3,0,0,0,265,0,42,0,3,65,-1,-1,28,94,0,"No"
0,632,1,15,6,1,2,0,2,0,-1,2,0,0,0,137,0,13,0,2,24,-1,-1,22,47,0,"No"
0,361,1,10,4,0,1,1,2,0,-1,1,0,0,0,78,0,16,0,0,18,-1,-1,16,35,0,"No"
-2,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,0,0,0,-2,-2,-2,0,-2,-2,-2,-2,-2,-2,-2,"No"
-2,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,0,0,0,-2,-2,-2,0,-2,-2,-2,-2,-2,-2,-2,"No"
0,162,0,3,2,0,0,0,3,0,-1,1,0,0,0,28,0,6,0,0,10,-1,-1,6,16,0,"No"
32,245,0,5,3,0,0,0,2,0,-1,1,0,0,0,41,0,9,0,0,11,-1,-1,13,24,0,"No"
0,144,0,8,2,0,0,0,2,0,-1,1,0,0,0,33,0,7,0,0,9,-1,-1,9,18,0,"No"
0,178,0,5,2,0,0,0,2,0,-1,1,0,0,0,35,0,12,0,0,9,-1,-1,12,22,0,"No"
214,3942,12,128,39,6,5,13,18,0,-1,14,0,0,0,690,0,105,0,16,181,-1,-1,112,294,0,"No"
13,1399,2,14,10,1,2,1,5,0,-1,6,0,0,0,173,0,26,0,1,52,-1,-1,43,95,0,"No"
0,419,0,5,3,1,1,1,3,0,-1,2,0,0,0,91,0,14,0,0,18,-1,-1,18,36,0,"No"
0,1025,4,29,8,3,2,1,6,0,-1,5,0,0,0,126,0,19,0,2,49,-1,-1,28,77,0,"No"
6307,47763,160,1097,389,96,93,40,98,0,-1,166,0,0,0,7372,0,1649,0,183,2488,-1,-1,844,3333,0,"No"
46,772,2,18,5,3,2,2,9,0,-1,3,0,0,0,148,0,13,0,3,38,-1,-1,35,73,0,"No"
-2,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,0,0,0,-2,-2,-2,0,-2,-2,-2,-2,-2,-2,-2,"No"
26,510,1,16,4,1,2,0,6,0,-1,1,0,0,0,68,0,25,0,2,23,-1,-1,24,48,0,"No"
0,272,0,7,3,1,0,0,3,0,-1,1,0,0,0,46,0,9,0,0,14,-1,-1,9,23,0,"No"
0,255,0,4,2,0,0,0,2,0,-1,1,0,0,0,44,0,11,0,0,9,-1,-1,12,22,0,"No"
1,301,0,9,2,1,0,1,2,0,-1,1,0,0,0,42,0,9,0,0,10,-1,-1,14,24,0,"No"
0,437,2,5,3,1,0,2,2,0,-1,2,0,0,0,98,0,14,0,1,20,-1,-1,17,37,0,"No"
123,9297,25,183,22,11,14,14,18,0,-1,31,0,0,0,1189,0,248,0,43,336,-1,-1,278,614,0,"No"
0,282,0,7,3,0,0,1,2,0,-1,1,0,0,0,49,0,6,0,0,13,-1,-1,13,27,0,"No"
0,207,0,3,2,0,0,0,2,0,-1,1,0,0,0,30,0,8,0,0,8,-1,-1,10,19,0,"No"
8,321,1,6,4,0,0,1,2,0,-1,1,0,0,0,55,0,7,0,0,11,-1,-1,13,24,0,"No"
0,682,2,15,3,2,1,2,3,0,-1,2,0,0,0,118,0,22,0,1,26,-1,-1,29,55,0,"No"
0,408,1,4,3,1,2,0,2,0,-1,1,0,0,0,71,0,15,0,0,15,-1,-1,17,33,0,"No"
0,1106,3,31,9,3,2,3,4,0,-1,5,0,0,0,190,0,32,0,5,42,-1,-1,42,84,0,"No"
24,1877,3,58,11,1,3,1,5,0,-1,6,0,0,0,289,0,74,0,10,86,-1,-1,42,128,0,"No"
0,207,1,7,2,0,0,0,2,0,-1,0,0,0,0,26,0,8,0,0,10,-1,-1,10,20,0,"No"
0,442,2,6,1,0,2,0,3,0,-1,1,0,0,0,62,0,13,0,1,18,-1,-1,14,33,0,"No"
0,209,0,4,2,0,0,0,2,0,-1,1,0,0,0,31,0,14,0,0,9,-1,-1,13,22,0,"No"
233,3273,6,99,26,5,4,5,8,0,-1,12,0,0,0,550,0,75,0,30,116,-1,-1,99,216,0,"No"
0,325,1,4,3,0,0,0,2,0,-1,1,0,0,0,39,0,19,0,0,12,-1,-1,16,28,0,"No"
0,456,1,0,3,1,1,0,3,0,-1,2,0,0,0,77,0,15,0,1,20,-1,-1,18,38,0,"No"
2,238,0,7,3,0,0,0,2,0,-1,0,0,0,0,42,0,7,0,0,10,-1,-1,11,22,0,"No"
0,171,0,1,2,2,0,0,2,0,-1,1,0,0,0,41,0,3,0,0,11,-1,-1,12,25,1,"No"
0,195,1,6,3,1,1,1,5,0,-1,1,0,0,0,26,0,7,0,0,16,-1,-1,10,26,0,"No"
0,120,0,1,2,1,0,0,2,0,-1,0,0,0,0,22,0,6,0,0,10,-1,-1,8,18,0,"No"
0,166,1,1,3,3,1,0,2,0,-1,1,0,0,0,50,0,7,0,0,10,-1,-1,9,20,0,"No"
1,170,1,3,2,0,1,0,2,0,-1,1,0,0,0,10,0,13,0,0,7,-1,-1,9,17,0,"No"
443,1665,2,0,6,4,2,1,7,0,-1,5,0,0,0,152,0,28,0,4,87,-1,-1,34,122,0,"No"
78,2861,5,50,22,4,4,6,8,0,-1,11,0,0,0,357,0,65,0,13,147,-1,-1,54,202,0,"No"
10,1357,4,26,7,3,1,3,3,0,-1,4,0,0,0,199,0,44,0,1,55,-1,-1,35,90,0,"No"
20,304,1,5,3,0,1,0,2,0,-1,1,0,0,0,37,0,9,0,0,12,-1,-1,10,23,0,"No"
20,325,1,8,3,1,0,1,2,0,-1,1,0,0,0,61,0,8,0,0,13,-1,-1,14,28,0,"No"
0,139,0,1,1,1,0,0,2,0,-1,1,0,0,0,40,0,5,0,1,9,-1,-1,9,18,0,"No"
8,1282,4,49,13,2,3,3,7,0,-1,6,0,0,0,222,0,27,0,6,68,-1,-1,24,93,0,"No"
0,110,0,3,1,2,0,0,6,0,-1,1,0,0,0,11,0,2,0,0,14,-1,-1,7,22,0,"No"
926,3657,8,113,39,4,6,5,10,0,-1,10,0,0,0,548,0,43,0,22,204,-1,-1,71,275,0,"No"
0,92,1,3,1,0,1,0,2,0,-1,0,0,0,0,21,0,3,0,0,6,-1,-1,7,13,0,"No"
0,167,0,2,2,0,1,1,2,0,-1,0,0,0,0,24,0,10,0,0,10,-1,-1,11,21,0,"No"
0,204,0,6,1,0,0,0,2,0,-1,1,0,0,0,41,0,9,0,0,9,-1,-1,10,19,0,"No"
0,115,0,2,2,0,0,0,2,0,-1,0,0,0,0,31,0,8,0,0,8,-1,-1,11,19,0,"No"
0,452,0,18,5,1,0,0,2,0,-1,3,0,0,0,108,0,14,0,0,22,-1,-1,20,42,0,"No"
0,227,0,4,1,0,0,1,3,0,-1,0,0,0,0,31,0,9,0,0,12,-1,-1,9,21,0,"No"
-2,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,0,0,0,-2,-2,-2,0,-2,-2,-2,-2,-2,-2,-2,"No"
2,188,0,4,1,0,0,0,2,0,-1,1,0,0,0,47,0,8,0,0,10,-1,-1,9,19,0,"No"
26,413,1,5,3,1,1,2,2,0,-1,2,0,0,0,45,0,14,0,1,20,-1,-1,14,35,0,"No"
0,782,2,12,3,2,2,2,3,0,-1,3,0,0,0,122,0,24,0,1,30,-1,-1,25,56,0,"No"
0,126,0,1,1,1,0,0,4,0,-1,0,0,0,0,18,0,6,0,0,7,-1,-1,8,16,0,"No"
-2,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,0,0,0,-2,-2,-2,0,-2,-2,-2,-2,-2,-2,-2,"No"
0,693,3,16,7,2,1,3,16,0,-1,4,0,0,0,84,0,12,0,0,46,-1,-1,23,69,0,"No"
-2,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,0,0,0,-2,-2,-2,0,-2,-2,-2,-2,-2,-2,-2,"No"
8,927,2,26,7,2,1,2,4,0,-1,3,0,0,0,146,0,21,0,5,46,-1,-1,22,69,0,"No"
49,445,1,10,3,1,1,1,2,0,-1,2,0,0,0,71,0,13,0,0,18,-1,-1,20,39,0,"No"
19,171,0,1,2,0,0,0,2,0,-1,1,0,0,0,13,0,12,0,1,9,-1,-1,9,19,0,"No"
69,297,1,4,3,1,1,1,2,0,-1,2,0,0,0,71,0,9,0,0,16,-1,-1,13,30,0,"No"
0,207,0,0,2,1,0,0,2,0,-1,1,0,0,0,36,0,11,0,0,9,-1,-1,8,17,0,"No"
25,839,1,15,5,1,3,0,3,0,-1,3,0,0,0,120,0,21,0,3,39,-1,-1,22,62,0,"No"
0,385,1,7,2,1,1,1,3,0,-1,1,0,0,0,65,0,14,0,1,15,-1,-1,15,31,0,"No"
156,6126,17,162,55,9,8,11,13,0,-1,17,0,0,0,710,0,175,0,27,230,-1,-1,206,436,0,"No"
0,122,0,0,1,1,0,0,2,0,-1,0,0,0,0,17,0,2,0,0,8,-1,-1,8,16,0,"No"
18,538,1,11,5,1,0,1,2,0,-1,2,0,0,0,73,0,11,0,1,17,-1,-1,18,35,0,"No"
0,468,1,19,4,1,2,0,2,0,-1,1,0,0,0,124,0,15,0,2,36,-1,-1,21,58,0,"No"
0,256,1,3,2,0,0,0,2,0,-1,1,0,0,0,46,0,9,0,0,10,-1,-1,12,23,0,"No"
45,542,0,5,3,1,2,0,4,0,-1,2,0,0,0,51,0,16,0,0,36,-1,-1,14,50,0,"No"
